SourceURL;DestinationURL;Source;Destination;	
https://eyus.sharepoint.com/sites/eyimdUSA-0001711-MM;https://us.eyonespace.ey.com/Sites/f8151001268342838b959d7f33ed2e29;1spoInventoryS.csv;1spopInventoryD.csv;
https://eyus.sharepoint.com/sites/eyimdUSA-0036388-MM;https://us.eyonespace.ey.com/Sites/eb3c0602f35f4adf9336638e4bf02d34;2spoInventoryS.csv;2spopInventoryD.csv;

