"Type","Name","URL","Inheritance","User/group","Principaltype","Accountname","Permissions","TargetURL","DesURL"
"List/Library","EYI My Docs Workflow Mapping","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/EYOSWorkflowMapping","Custom","(Internal) EY Visitor","SharePoint group","(Internal) EY Visitor","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/EYOSWorkflowMapping"
"List/Library","EYI My Docs Workflow Mapping","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/EYOSWorkflowMapping","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/EYOSWorkflowMapping"
"List/Library","EYI My Docs Workflow Mapping","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/EYOSWorkflowMapping","Custom","(Internal) Team Members","SharePoint group","(Internal) Team Members","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/EYOSWorkflowMapping"
"List/Library","EYI My Docs Workflow Mapping","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/EYOSWorkflowMapping","Custom","Engagement Home Members","SharePoint group","Engagement Home Members","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/EYOSWorkflowMapping"
"List/Library","EYI My Docs Workflow Mapping","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/EYOSWorkflowMapping","Custom","Engagement Home Visitors","SharePoint group","Engagement Home Visitors","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/EYOSWorkflowMapping"
"List/Library","EYI My Docs Workflow Mapping","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/EYOSWorkflowMapping","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Tax Engagement Owner;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/EYOSWorkflowMapping"
"List/Library","EYI My Docs Workflow Mapping","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/EYOSWorkflowMapping","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Tax File Administrator;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/EYOSWorkflowMapping"
"List/Library","EYI My Docs Workflow Mapping","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/EYOSWorkflowMapping","Custom","Tax Quality","SharePoint group","Tax Quality","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/EYOSWorkflowMapping"
"List/Library","EYI My Docs Workflow Mapping","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/EYOSWorkflowMapping","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/EYOSWorkflowMapping"
"List/Library","GEAR Document Links","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/GEARContracts","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/GEARContracts"
"List/Library","GEAR Document Links","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/GEARContracts","Custom","Engagement Home Members","SharePoint group","Engagement Home Members","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/GEARContracts"
"List/Library","GEAR Document Links","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/GEARContracts","Custom","Engagement Home Visitors","SharePoint group","Engagement Home Visitors","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/GEARContracts"
"List/Library","GEAR Document Links","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/GEARContracts","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Contribute;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/GEARContracts"
"List/Library","GEAR Document Links","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/GEARContracts","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Contribute;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/GEARContracts"
"List/Library","GEAR Document Links","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/GEARContracts","Custom","Tax Quality","SharePoint group","Tax Quality","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/GEARContracts"
"List/Library","GEAR Document Links","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/Lists/GEARContracts","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/Lists/GEARContracts"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/SitePages","Custom","(Internal) EY Visitor","SharePoint group","(Internal) EY Visitor","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/SitePages","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Read and Personalize;Team Member Restricted;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/SitePages","Custom","(Internal) Team Members","SharePoint group","(Internal) Team Members","Team Member;Read and Personalize;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/SitePages","Custom","Business Unit Access","SharePoint group","Business Unit Access","Read;Business Unit Access;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/SitePages","Custom","Engagement Home Members","SharePoint group","Engagement Home Members","Edit;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/SitePages","Custom","Engagement Home Owners","SharePoint group","Engagement Home Owners","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/SitePages","Custom","Engagement Home Visitors","SharePoint group","Engagement Home Visitors","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/SitePages","Custom","eViewer Contributor","SharePoint group","eViewer Contributor","eViewer Contributor;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/SitePages","Custom","Excel Services Viewers","SharePoint group","Excel Services Viewers","View Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/SitePages","Custom","Scan To Library Contributor","SharePoint group","Scan To Library Contributor","Contribute;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/SitePages","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Tax Engagement Owner;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/SitePages","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Read;Tax File Administrator;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/SitePages","Custom","Tax Quality","SharePoint group","Tax Quality","Tax Quality;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/SitePages","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/SitePages"
"List/Library","Winsbury, Patrick - HC GMT2014 - NSW_PCS_18/Patrick Winsbury_Library","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/EngagementDocumentLibrary","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Team Member Restricted;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/EngagementDocumentLibrary"
"List/Library","Winsbury, Patrick - HC GMT2014 - NSW_PCS_18/Patrick Winsbury_Library","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/EngagementDocumentLibrary","Custom","(Internal) Team Members","SharePoint group","(Internal) Team Members","Team Member;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/EngagementDocumentLibrary"
"List/Library","Winsbury, Patrick - HC GMT2014 - NSW_PCS_18/Patrick Winsbury_Library","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/EngagementDocumentLibrary","Custom","Business Unit Access","SharePoint group","Business Unit Access","Business Unit Access;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/EngagementDocumentLibrary"
"List/Library","Winsbury, Patrick - HC GMT2014 - NSW_PCS_18/Patrick Winsbury_Library","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/EngagementDocumentLibrary","Custom","Engagement Home Members","SharePoint group","Engagement Home Members","Edit;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/EngagementDocumentLibrary"
"List/Library","Winsbury, Patrick - HC GMT2014 - NSW_PCS_18/Patrick Winsbury_Library","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/EngagementDocumentLibrary","Custom","Engagement Home Owners","SharePoint group","Engagement Home Owners","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/EngagementDocumentLibrary"
"List/Library","Winsbury, Patrick - HC GMT2014 - NSW_PCS_18/Patrick Winsbury_Library","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/EngagementDocumentLibrary","Custom","Engagement Home Visitors","SharePoint group","Engagement Home Visitors","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/EngagementDocumentLibrary"
"List/Library","Winsbury, Patrick - HC GMT2014 - NSW_PCS_18/Patrick Winsbury_Library","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/EngagementDocumentLibrary","Custom","eViewer Contributor","SharePoint group","eViewer Contributor","eViewer Contributor;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/EngagementDocumentLibrary"
"List/Library","Winsbury, Patrick - HC GMT2014 - NSW_PCS_18/Patrick Winsbury_Library","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/EngagementDocumentLibrary","Custom","Excel Services Viewers","SharePoint group","Excel Services Viewers","View Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/EngagementDocumentLibrary"
"List/Library","Winsbury, Patrick - HC GMT2014 - NSW_PCS_18/Patrick Winsbury_Library","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/EngagementDocumentLibrary","Custom","Scan To Library Contributor","SharePoint group","Scan To Library Contributor","Contribute;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/EngagementDocumentLibrary"
"List/Library","Winsbury, Patrick - HC GMT2014 - NSW_PCS_18/Patrick Winsbury_Library","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/EngagementDocumentLibrary","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Tax Engagement Owner;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/EngagementDocumentLibrary"
"List/Library","Winsbury, Patrick - HC GMT2014 - NSW_PCS_18/Patrick Winsbury_Library","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/EngagementDocumentLibrary","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Tax File Administrator;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/EngagementDocumentLibrary"
"List/Library","Winsbury, Patrick - HC GMT2014 - NSW_PCS_18/Patrick Winsbury_Library","https://au.eyonespace.ey.net/sites/7a49a19acfee4fccb4f44b502fbbc42e/EngagementDocumentLibrary","Custom","Tax Quality","SharePoint group","Tax Quality","Tax Quality;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001731-mm/EngagementDocumentLibrary"
